2025-07-02 18:31:32.759 | INFO     | oipa_mcp.server:_setup_logging:67 | OIPA MCP Server starting - version 1.0.0
2025-07-02 19:02:48.643 | INFO     | oipa_mcp.connectors.database:close:79 | Database pool closed
2025-07-02 19:08:45.524 | INFO     | oipa_mcp.server:_setup_logging:67 | OIPA MCP Server starting - version 1.0.0
2025-07-02 19:08:45.588 | INFO     | oipa_mcp.connectors.database:initialize:48 | Using thin mode (pure Python, no Oracle Client required)
2025-07-02 19:09:09.994 | INFO     | oipa_mcp.server:_setup_logging:67 | OIPA MCP Server starting - version 1.0.0
2025-07-02 19:09:10.065 | INFO     | oipa_mcp.connectors.database:initialize:48 | Using thin mode (pure Python, no Oracle Client required)
2025-07-02 19:11:11.615 | INFO     | oipa_mcp.server:_setup_logging:67 | OIPA MCP Server starting - version 1.0.0
2025-07-02 19:11:11.689 | INFO     | oipa_mcp.connectors.database:initialize:48 | Using thin mode (pure Python, no Oracle Client required)
2025-07-02 19:11:11.691 | INFO     | oipa_mcp.connectors.database:initialize:66 | Async database pool initialized: 192.168.1.50:1521/oipadev
2025-07-02 19:11:11.697 | INFO     | oipa_mcp.connectors.database:initialize:67 | Pool configuration: min=1, max=5
2025-07-02 19:11:11.779 | ERROR    | oipa_mcp.connectors.database:test_connection:223 | Database connection test failed: 'NoneType' object is not iterable
2025-07-02 19:11:11.789 | INFO     | oipa_mcp.connectors.database:close:79 | Database pool closed
2025-07-02 19:12:22.517 | INFO     | oipa_mcp.server:_setup_logging:67 | OIPA MCP Server starting - version 1.0.0
2025-07-02 19:12:22.569 | INFO     | oipa_mcp.connectors.database:initialize:48 | Using thin mode (pure Python, no Oracle Client required)
2025-07-02 19:12:22.577 | INFO     | oipa_mcp.connectors.database:initialize:66 | Async database pool initialized: 192.168.1.50:1521/oipadev
2025-07-02 19:12:22.579 | INFO     | oipa_mcp.connectors.database:initialize:67 | Pool configuration: min=1, max=5
2025-07-02 19:12:22.646 | ERROR    | oipa_mcp.connectors.database:test_connection:223 | Database connection test failed: object AsyncCursor can't be used in 'await' expression
2025-07-02 19:12:22.650 | INFO     | oipa_mcp.connectors.database:close:79 | Database pool closed
2025-07-02 19:13:42.406 | INFO     | oipa_mcp.server:_setup_logging:67 | OIPA MCP Server starting - version 1.0.0
2025-07-02 19:13:42.502 | INFO     | oipa_mcp.connectors.database:initialize:48 | Using thin mode (pure Python, no Oracle Client required)
2025-07-02 19:13:42.503 | INFO     | oipa_mcp.connectors.database:initialize:66 | Async database pool initialized: 192.168.1.50:1521/oipadev
2025-07-02 19:13:42.503 | INFO     | oipa_mcp.connectors.database:initialize:67 | Pool configuration: min=1, max=5
2025-07-02 19:13:42.590 | DEBUG    | oipa_mcp.connectors.database:execute_query:141 | Query executed successfully, returned 1 rows
2025-07-02 19:13:42.591 | ERROR    | oipa_mcp.connectors.database:test_connection:223 | Database connection test failed: object NoneType can't be used in 'await' expression
2025-07-02 19:13:42.602 | INFO     | oipa_mcp.connectors.database:close:79 | Database pool closed
2025-07-02 19:14:55.736 | INFO     | oipa_mcp.server:_setup_logging:67 | OIPA MCP Server starting - version 1.0.0
2025-07-02 19:14:55.814 | INFO     | oipa_mcp.connectors.database:initialize:48 | Using thin mode (pure Python, no Oracle Client required)
2025-07-02 19:14:55.818 | INFO     | oipa_mcp.connectors.database:initialize:66 | Async database pool initialized: 192.168.1.50:1521/oipadev
2025-07-02 19:14:55.819 | INFO     | oipa_mcp.connectors.database:initialize:67 | Pool configuration: min=1, max=5
2025-07-02 19:14:55.883 | DEBUG    | oipa_mcp.connectors.database:execute_query:141 | Query executed successfully, returned 1 rows
2025-07-02 19:14:55.884 | INFO     | oipa_mcp.connectors.database:test_connection:216 | Database connection test successful (response time: 62.00ms)
2025-07-02 19:14:55.896 | DEBUG    | oipa_mcp.connectors.database:execute_query:141 | Query executed successfully, returned 1 rows
2025-07-02 19:14:55.899 | DEBUG    | oipa_mcp.connectors.database:execute_query:141 | Query executed successfully, returned 1 rows
2025-07-02 19:14:55.910 | DEBUG    | oipa_mcp.connectors.database:execute_query:141 | Query executed successfully, returned 1 rows
2025-07-02 19:14:55.924 | DEBUG    | oipa_mcp.connectors.database:execute_query:141 | Query executed successfully, returned 1 rows
2025-07-02 19:14:55.932 | DEBUG    | oipa_mcp.connectors.database:execute_query:141 | Query executed successfully, returned 1 rows
2025-07-02 19:14:55.937 | DEBUG    | oipa_mcp.connectors.database:execute_query:141 | Query executed successfully, returned 1 rows
2025-07-02 19:14:55.965 | DEBUG    | oipa_mcp.connectors.database:execute_query:141 | Query executed successfully, returned 3 rows
2025-07-02 19:14:55.984 | DEBUG    | oipa_mcp.connectors.database:execute_query:141 | Query executed successfully, returned 1 rows
2025-07-02 19:14:56.008 | DEBUG    | oipa_mcp.connectors.database:execute_query:141 | Query executed successfully, returned 3 rows
2025-07-02 19:14:56.028 | DEBUG    | oipa_mcp.connectors.database:execute_query:141 | Query executed successfully, returned 1 rows
2025-07-02 19:14:56.035 | DEBUG    | oipa_mcp.connectors.database:execute_query:141 | Query executed successfully, returned 1 rows
2025-07-02 19:14:56.041 | DEBUG    | oipa_mcp.connectors.database:execute_query:141 | Query executed successfully, returned 1 rows
2025-07-02 19:14:56.048 | DEBUG    | oipa_mcp.connectors.database:execute_query:141 | Query executed successfully, returned 1 rows
2025-07-02 19:14:56.085 | DEBUG    | oipa_mcp.connectors.database:execute_query:141 | Query executed successfully, returned 1 rows
2025-07-02 19:14:56.102 | INFO     | oipa_mcp.connectors.database:close:79 | Database pool closed
2025-07-02 19:18:03.590 | INFO     | oipa_mcp.server:_setup_logging:67 | OIPA MCP Server starting - version 1.0.0
2025-07-02 19:18:03.608 | INFO     | oipa_mcp.connectors.database:initialize:48 | Using thin mode (pure Python, no Oracle Client required)
2025-07-02 19:18:03.609 | INFO     | oipa_mcp.connectors.database:initialize:66 | Async database pool initialized: 192.168.1.50:1521/oipadev
2025-07-02 19:18:03.609 | INFO     | oipa_mcp.connectors.database:initialize:67 | Pool configuration: min=1, max=5
2025-07-02 19:18:03.684 | DEBUG    | oipa_mcp.connectors.database:execute_query:141 | Query executed successfully, returned 1 rows
2025-07-02 19:18:03.685 | INFO     | oipa_mcp.connectors.database:test_connection:216 | Database connection test successful (response time: 62.00ms)
2025-07-02 19:18:03.730 | DEBUG    | oipa_mcp.connectors.database:execute_query:141 | Query executed successfully, returned 1 rows
2025-07-02 19:18:03.743 | DEBUG    | oipa_mcp.connectors.database:execute_query:141 | Query executed successfully, returned 1 rows
2025-07-02 19:18:03.748 | DEBUG    | oipa_mcp.connectors.database:execute_query:141 | Query executed successfully, returned 1 rows
2025-07-02 19:18:03.761 | DEBUG    | oipa_mcp.connectors.database:execute_query:141 | Query executed successfully, returned 1 rows
2025-07-02 19:18:03.772 | DEBUG    | oipa_mcp.connectors.database:execute_query:141 | Query executed successfully, returned 1 rows
2025-07-02 19:18:03.781 | DEBUG    | oipa_mcp.connectors.database:execute_query:141 | Query executed successfully, returned 1 rows
2025-07-02 19:18:03.801 | DEBUG    | oipa_mcp.connectors.database:execute_query:141 | Query executed successfully, returned 3 rows
2025-07-02 19:18:03.818 | DEBUG    | oipa_mcp.connectors.database:execute_query:141 | Query executed successfully, returned 1 rows
2025-07-02 19:18:03.838 | DEBUG    | oipa_mcp.connectors.database:execute_query:141 | Query executed successfully, returned 3 rows
2025-07-02 19:18:03.869 | DEBUG    | oipa_mcp.connectors.database:execute_query:141 | Query executed successfully, returned 1 rows
2025-07-02 19:18:03.873 | DEBUG    | oipa_mcp.connectors.database:execute_query:141 | Query executed successfully, returned 1 rows
2025-07-02 19:18:03.874 | DEBUG    | oipa_mcp.connectors.database:execute_query:141 | Query executed successfully, returned 1 rows
2025-07-02 19:18:03.881 | DEBUG    | oipa_mcp.connectors.database:execute_query:141 | Query executed successfully, returned 1 rows
2025-07-02 19:18:03.913 | DEBUG    | oipa_mcp.connectors.database:execute_query:141 | Query executed successfully, returned 1 rows
2025-07-02 19:18:03.933 | INFO     | oipa_mcp.connectors.database:close:79 | Database pool closed
2025-07-02 19:19:54.402 | INFO     | oipa_mcp.server:_setup_logging:67 | OIPA MCP Server starting - version 1.0.0
2025-07-02 19:19:54.468 | INFO     | oipa_mcp.connectors.database:initialize:48 | Using thin mode (pure Python, no Oracle Client required)
2025-07-02 19:19:54.469 | INFO     | oipa_mcp.connectors.database:initialize:66 | Async database pool initialized: 192.168.1.50:1521/oipadev
2025-07-02 19:19:54.475 | INFO     | oipa_mcp.connectors.database:initialize:67 | Pool configuration: min=1, max=5
2025-07-02 19:19:54.542 | DEBUG    | oipa_mcp.connectors.database:execute_query:141 | Query executed successfully, returned 1 rows
2025-07-02 19:19:54.543 | INFO     | oipa_mcp.connectors.database:test_connection:216 | Database connection test successful (response time: 47.00ms)
2025-07-02 19:19:54.559 | DEBUG    | oipa_mcp.connectors.database:execute_query:141 | Query executed successfully, returned 1 rows
2025-07-02 19:19:54.570 | DEBUG    | oipa_mcp.connectors.database:execute_query:141 | Query executed successfully, returned 1 rows
2025-07-02 19:19:54.581 | DEBUG    | oipa_mcp.connectors.database:execute_query:141 | Query executed successfully, returned 1 rows
2025-07-02 19:19:54.589 | DEBUG    | oipa_mcp.connectors.database:execute_query:141 | Query executed successfully, returned 1 rows
2025-07-02 19:19:54.600 | DEBUG    | oipa_mcp.connectors.database:execute_query:141 | Query executed successfully, returned 1 rows
2025-07-02 19:19:54.604 | DEBUG    | oipa_mcp.connectors.database:execute_query:141 | Query executed successfully, returned 1 rows
2025-07-02 19:19:54.626 | DEBUG    | oipa_mcp.connectors.database:execute_query:141 | Query executed successfully, returned 3 rows
2025-07-02 19:19:54.641 | DEBUG    | oipa_mcp.connectors.database:execute_query:141 | Query executed successfully, returned 1 rows
2025-07-02 19:19:54.653 | DEBUG    | oipa_mcp.connectors.database:execute_query:141 | Query executed successfully, returned 3 rows
2025-07-02 19:19:54.677 | DEBUG    | oipa_mcp.connectors.database:execute_query:141 | Query executed successfully, returned 1 rows
2025-07-02 19:19:54.684 | DEBUG    | oipa_mcp.connectors.database:execute_query:141 | Query executed successfully, returned 1 rows
2025-07-02 19:19:54.688 | DEBUG    | oipa_mcp.connectors.database:execute_query:141 | Query executed successfully, returned 1 rows
2025-07-02 19:19:54.693 | DEBUG    | oipa_mcp.connectors.database:execute_query:141 | Query executed successfully, returned 1 rows
2025-07-02 19:19:54.724 | DEBUG    | oipa_mcp.connectors.database:execute_query:141 | Query executed successfully, returned 1 rows
2025-07-02 19:19:54.738 | INFO     | oipa_mcp.connectors.database:close:79 | Database pool closed
2025-07-02 19:22:04.391 | INFO     | oipa_mcp.server:_setup_logging:67 | OIPA MCP Server starting - version 1.0.0
2025-07-02 19:22:04.464 | INFO     | oipa_mcp.connectors.database:initialize:48 | Using thin mode (pure Python, no Oracle Client required)
2025-07-02 19:22:04.465 | INFO     | oipa_mcp.connectors.database:initialize:66 | Async database pool initialized: 192.168.1.50:1521/oipadev
2025-07-02 19:22:04.465 | INFO     | oipa_mcp.connectors.database:initialize:67 | Pool configuration: min=1, max=5
2025-07-02 19:22:04.552 | DEBUG    | oipa_mcp.connectors.database:execute_query:141 | Query executed successfully, returned 1 rows
2025-07-02 19:22:04.552 | INFO     | oipa_mcp.connectors.database:test_connection:216 | Database connection test successful (response time: 62.00ms)
2025-07-02 19:22:04.573 | DEBUG    | oipa_mcp.connectors.database:execute_query:141 | Query executed successfully, returned 1 rows
2025-07-02 19:22:04.578 | DEBUG    | oipa_mcp.connectors.database:execute_query:141 | Query executed successfully, returned 1 rows
2025-07-02 19:22:04.588 | DEBUG    | oipa_mcp.connectors.database:execute_query:141 | Query executed successfully, returned 1 rows
2025-07-02 19:22:04.598 | DEBUG    | oipa_mcp.connectors.database:execute_query:141 | Query executed successfully, returned 1 rows
2025-07-02 19:22:04.608 | DEBUG    | oipa_mcp.connectors.database:execute_query:141 | Query executed successfully, returned 1 rows
2025-07-02 19:22:04.612 | DEBUG    | oipa_mcp.connectors.database:execute_query:141 | Query executed successfully, returned 1 rows
2025-07-02 19:22:04.635 | DEBUG    | oipa_mcp.connectors.database:execute_query:141 | Query executed successfully, returned 3 rows
2025-07-02 19:22:04.647 | DEBUG    | oipa_mcp.connectors.database:execute_query:141 | Query executed successfully, returned 1 rows
2025-07-02 19:22:04.669 | DEBUG    | oipa_mcp.connectors.database:execute_query:141 | Query executed successfully, returned 3 rows
2025-07-02 19:22:04.691 | DEBUG    | oipa_mcp.connectors.database:execute_query:141 | Query executed successfully, returned 1 rows
2025-07-02 19:22:04.694 | DEBUG    | oipa_mcp.connectors.database:execute_query:141 | Query executed successfully, returned 1 rows
2025-07-02 19:22:04.696 | DEBUG    | oipa_mcp.connectors.database:execute_query:141 | Query executed successfully, returned 1 rows
2025-07-02 19:22:04.706 | DEBUG    | oipa_mcp.connectors.database:execute_query:141 | Query executed successfully, returned 1 rows
2025-07-02 19:22:04.733 | DEBUG    | oipa_mcp.connectors.database:execute_query:141 | Query executed successfully, returned 1 rows
2025-07-02 19:22:04.762 | INFO     | oipa_mcp.connectors.database:close:79 | Database pool closed
2025-07-02 19:36:20.729 | INFO     | oipa_mcp.server:_setup_logging:67 | OIPA MCP Server starting - version 1.0.0
2025-07-02 19:36:20.766 | INFO     | oipa_mcp.connectors.database:initialize:48 | Using thin mode (pure Python, no Oracle Client required)
2025-07-02 19:36:20.769 | INFO     | oipa_mcp.connectors.database:initialize:66 | Async database pool initialized: 192.168.1.50:1521/oipadev
2025-07-02 19:36:20.769 | INFO     | oipa_mcp.connectors.database:initialize:67 | Pool configuration: min=1, max=5
2025-07-02 19:36:20.848 | DEBUG    | oipa_mcp.connectors.database:execute_query:141 | Query executed successfully, returned 1 rows
2025-07-02 19:36:20.849 | INFO     | oipa_mcp.connectors.database:test_connection:216 | Database connection test successful (response time: 62.00ms)
2025-07-02 19:36:20.862 | DEBUG    | oipa_mcp.connectors.database:execute_query:141 | Query executed successfully, returned 1 rows
2025-07-02 19:36:20.873 | DEBUG    | oipa_mcp.connectors.database:execute_query:141 | Query executed successfully, returned 1 rows
2025-07-02 19:36:20.877 | DEBUG    | oipa_mcp.connectors.database:execute_query:141 | Query executed successfully, returned 1 rows
2025-07-02 19:36:20.887 | DEBUG    | oipa_mcp.connectors.database:execute_query:141 | Query executed successfully, returned 1 rows
2025-07-02 19:36:20.899 | DEBUG    | oipa_mcp.connectors.database:execute_query:141 | Query executed successfully, returned 1 rows
2025-07-02 19:36:20.908 | DEBUG    | oipa_mcp.connectors.database:execute_query:141 | Query executed successfully, returned 1 rows
2025-07-02 19:36:20.921 | DEBUG    | oipa_mcp.connectors.database:execute_query:141 | Query executed successfully, returned 3 rows
2025-07-02 19:36:20.944 | DEBUG    | oipa_mcp.connectors.database:execute_query:141 | Query executed successfully, returned 1 rows
2025-07-02 19:36:20.955 | DEBUG    | oipa_mcp.connectors.database:execute_query:141 | Query executed successfully, returned 3 rows
2025-07-02 19:36:20.979 | DEBUG    | oipa_mcp.connectors.database:execute_query:141 | Query executed successfully, returned 1 rows
2025-07-02 19:36:20.981 | DEBUG    | oipa_mcp.connectors.database:execute_query:141 | Query executed successfully, returned 1 rows
2025-07-02 19:36:20.983 | DEBUG    | oipa_mcp.connectors.database:execute_query:141 | Query executed successfully, returned 1 rows
2025-07-02 19:36:20.990 | DEBUG    | oipa_mcp.connectors.database:execute_query:141 | Query executed successfully, returned 1 rows
2025-07-02 19:36:21.014 | DEBUG    | oipa_mcp.connectors.database:execute_query:141 | Query executed successfully, returned 1 rows
2025-07-02 19:36:21.031 | INFO     | oipa_mcp.connectors.database:close:79 | Database pool closed
2025-07-03 17:32:03.157 | INFO     | src.oipa_mcp.server:_setup_logging:67 | OIPA MCP Server starting - version 1.0.0
2025-07-03 17:32:44.031 | INFO     | src.oipa_mcp.server:_setup_logging:67 | OIPA MCP Server starting - version 1.0.0
2025-07-03 17:36:08.835 | INFO     | src.oipa_mcp.server:_setup_logging:67 | OIPA MCP Server starting - version 1.0.0
2025-07-03 17:36:08.852 | INFO     | src.oipa_mcp.server:_setup_logging:67 | OIPA MCP Server starting - version 1.0.0
2025-07-03 17:37:16.801 | INFO     | src.oipa_mcp.server:_setup_logging:67 | OIPA MCP Server starting - version 1.0.0
2025-07-03 17:37:16.808 | INFO     | src.oipa_mcp.server:_setup_logging:67 | OIPA MCP Server starting - version 1.0.0
2025-07-03 17:38:33.609 | INFO     | src.oipa_mcp.server:_setup_logging:67 | OIPA MCP Server starting - version 1.0.0
2025-07-03 17:38:33.616 | INFO     | src.oipa_mcp.server:_setup_logging:67 | OIPA MCP Server starting - version 1.0.0
2025-07-03 17:38:33.617 | INFO     | src.oipa_mcp.server:initialize:208 | Configuration validated successfully
2025-07-03 17:38:33.620 | INFO     | src.oipa_mcp.connectors.database:initialize:48 | Using thin mode (pure Python, no Oracle Client required)
2025-07-03 17:38:33.622 | INFO     | src.oipa_mcp.connectors.database:initialize:66 | Async database pool initialized: 192.168.1.50:1521/oipadev
2025-07-03 17:38:33.622 | INFO     | src.oipa_mcp.connectors.database:initialize:67 | Pool configuration: min=1, max=5
2025-07-03 17:38:33.623 | INFO     | src.oipa_mcp.server:initialize:212 | Database connection initialized
2025-07-03 17:38:33.668 | DEBUG    | src.oipa_mcp.connectors.database:execute_query:141 | Query executed successfully, returned 1 rows
2025-07-03 17:38:33.668 | INFO     | src.oipa_mcp.connectors.database:test_connection:216 | Database connection test successful (response time: 46.00ms)
2025-07-03 17:38:33.670 | INFO     | src.oipa_mcp.server:initialize:216 | Database connection test passed
2025-07-03 17:38:33.672 | INFO     | src.oipa_mcp.server:cleanup:253 | Cleaning up server resources
2025-07-03 17:38:33.674 | INFO     | src.oipa_mcp.connectors.database:close:79 | Database pool closed
2025-07-03 17:38:33.675 | INFO     | src.oipa_mcp.server:cleanup:255 | Server shutdown complete
2025-07-03 17:39:14.158 | INFO     | src.oipa_mcp.server:_setup_logging:67 | OIPA MCP Server starting - version 1.0.0
2025-07-03 17:39:14.165 | INFO     | src.oipa_mcp.server:_setup_logging:67 | OIPA MCP Server starting - version 1.0.0
2025-07-03 17:39:14.167 | INFO     | src.oipa_mcp.server:initialize:208 | Configuration validated successfully
2025-07-03 17:39:14.170 | INFO     | src.oipa_mcp.connectors.database:initialize:48 | Using thin mode (pure Python, no Oracle Client required)
2025-07-03 17:39:14.170 | INFO     | src.oipa_mcp.connectors.database:initialize:66 | Async database pool initialized: 192.168.1.50:1521/oipadev
2025-07-03 17:39:14.171 | INFO     | src.oipa_mcp.connectors.database:initialize:67 | Pool configuration: min=1, max=5
2025-07-03 17:39:14.172 | INFO     | src.oipa_mcp.server:initialize:212 | Database connection initialized
2025-07-03 17:39:14.226 | DEBUG    | src.oipa_mcp.connectors.database:execute_query:141 | Query executed successfully, returned 1 rows
2025-07-03 17:39:14.227 | INFO     | src.oipa_mcp.connectors.database:test_connection:216 | Database connection test successful (response time: 47.00ms)
2025-07-03 17:39:14.229 | INFO     | src.oipa_mcp.server:initialize:216 | Database connection test passed
2025-07-03 17:39:26.275 | INFO     | src.oipa_mcp.server:_setup_logging:67 | OIPA MCP Server starting - version 1.0.0
2025-07-03 17:39:26.280 | INFO     | src.oipa_mcp.server:_setup_logging:67 | OIPA MCP Server starting - version 1.0.0
2025-07-03 17:39:26.281 | INFO     | src.oipa_mcp.server:initialize:208 | Configuration validated successfully
2025-07-03 17:39:26.284 | INFO     | src.oipa_mcp.connectors.database:initialize:48 | Using thin mode (pure Python, no Oracle Client required)
2025-07-03 17:39:26.286 | INFO     | src.oipa_mcp.connectors.database:initialize:66 | Async database pool initialized: 192.168.1.50:1521/oipadev
2025-07-03 17:39:26.286 | INFO     | src.oipa_mcp.connectors.database:initialize:67 | Pool configuration: min=1, max=5
2025-07-03 17:39:26.287 | INFO     | src.oipa_mcp.server:initialize:212 | Database connection initialized
2025-07-03 17:39:26.334 | DEBUG    | src.oipa_mcp.connectors.database:execute_query:141 | Query executed successfully, returned 1 rows
2025-07-03 17:39:26.335 | INFO     | src.oipa_mcp.connectors.database:test_connection:216 | Database connection test successful (response time: 47.00ms)
2025-07-03 17:39:26.337 | INFO     | src.oipa_mcp.server:initialize:216 | Database connection test passed
2025-07-03 17:40:50.754 | INFO     | src.oipa_mcp.server:_setup_logging:67 | OIPA MCP Server starting - version 1.0.0
2025-07-03 17:40:50.760 | INFO     | src.oipa_mcp.server:_setup_logging:67 | OIPA MCP Server starting - version 1.0.0
2025-07-03 17:40:50.762 | INFO     | src.oipa_mcp.server:initialize:208 | Configuration validated successfully
2025-07-03 17:40:50.765 | INFO     | src.oipa_mcp.connectors.database:initialize:48 | Using thin mode (pure Python, no Oracle Client required)
2025-07-03 17:40:50.767 | INFO     | src.oipa_mcp.connectors.database:initialize:66 | Async database pool initialized: 192.168.1.50:1521/oipadev
2025-07-03 17:40:50.768 | INFO     | src.oipa_mcp.connectors.database:initialize:67 | Pool configuration: min=1, max=5
2025-07-03 17:40:50.770 | INFO     | src.oipa_mcp.server:initialize:212 | Database connection initialized
2025-07-03 17:40:50.817 | DEBUG    | src.oipa_mcp.connectors.database:execute_query:141 | Query executed successfully, returned 1 rows
2025-07-03 17:40:50.817 | INFO     | src.oipa_mcp.connectors.database:test_connection:216 | Database connection test successful (response time: 47.00ms)
2025-07-03 17:40:50.819 | INFO     | src.oipa_mcp.server:initialize:216 | Database connection test passed
2025-07-03 17:41:30.560 | INFO     | src.oipa_mcp.server:_setup_logging:67 | OIPA MCP Server starting - version 1.0.0
2025-07-03 17:41:30.566 | INFO     | __main__:_setup_logging:67 | OIPA MCP Server starting - version 1.0.0
2025-07-03 17:41:30.569 | INFO     | __main__:initialize:208 | Configuration validated successfully
2025-07-03 17:41:30.573 | INFO     | src.oipa_mcp.connectors.database:initialize:48 | Using thin mode (pure Python, no Oracle Client required)
2025-07-03 17:41:30.574 | INFO     | src.oipa_mcp.connectors.database:initialize:66 | Async database pool initialized: 192.168.1.50:1521/oipadev
2025-07-03 17:41:30.575 | INFO     | src.oipa_mcp.connectors.database:initialize:67 | Pool configuration: min=1, max=5
2025-07-03 17:41:30.576 | INFO     | __main__:initialize:212 | Database connection initialized
2025-07-03 17:41:30.621 | DEBUG    | src.oipa_mcp.connectors.database:execute_query:141 | Query executed successfully, returned 1 rows
2025-07-03 17:41:30.621 | INFO     | src.oipa_mcp.connectors.database:test_connection:216 | Database connection test successful (response time: 47.00ms)
2025-07-03 17:41:30.624 | INFO     | __main__:initialize:216 | Database connection test passed
2025-07-03 17:41:30.624 | INFO     | __main__:run:231 | Starting MCP server: oipa-mcp
2025-07-03 17:41:47.339 | INFO     | __main__:cleanup:257 | Cleaning up server resources
2025-07-03 17:41:47.340 | INFO     | src.oipa_mcp.connectors.database:close:79 | Database pool closed
2025-07-03 17:41:47.341 | INFO     | __main__:cleanup:259 | Server shutdown complete
2025-07-03 17:41:47.342 | INFO     | __main__:main:285 | Application terminated by user
